ID,mag_name,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,host_species,AB_batch,taxonomy_level,sample_type
EHM016355,EHA00530_bin.13.fa,Individual,EHA00530,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae,g__Pseudogracilibacillus,s__,0.00,50.94,6.82,1732441,36.30%,2116.00,562,666,8,469,282,182,27,Strix aluco,ABB0120,Genus,Skin swab
EHM016129,EHA00529_bin.8.fa,Individual,EHA00529,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__,84.84,84.57,1.69,2353015,42.30%,4835.00,561,1977,22,1507,1033,421,21,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM016410,EHA00528_bin.23.fa,Individual,EHA00528,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__,93.36,56.03,7.34,1604597,43.90%,2375.00,184,718,6,581,387,117,16,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM016414,EHA00528_bin.27.fa,Individual,EHA00528,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__,83.76,94.21,1.53,2456102,41.70%,17899.00,222,2174,27,1774,1332,359,17,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM016563,EHA00535_bin.11.fa,Individual,EHA00535,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__,83.16,98.97,0.65,2874341,42.90%,78529.00,549,2552,41,2009,1465,494,19,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM016308,EHA00539_bin.16.fa,Individual,EHA00539,2.3.0,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__Scatocola,s__Scatocola faecipullorum,99.09,95.69,0.00,1816793,46.90%,61244.00,126,1809,41,1182,806,604,33,Strix aluco,ABB0120,Species,Anal/cloacal swab
EHM016317,EHA00539_bin.5.fa,Individual,EHA00539,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Scybalousia,s__Scybalousia sp900543675,96.96,93.82,0.16,1574480,31.60%,42130.00,60,1606,25,1002,617,576,36,Strix aluco,ABB0120,Species,Anal/cloacal swab
EHM016125,EHA00529_bin.4.fa,Individual,EHA00529,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__,0.00,74.20,1.14,2291802,41.60%,4060.00,629,1863,63,1410,773,417,22,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM016363,EHA00530_bin.4.fa,Individual,EHA00530,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Pasteurellaceae,g__Spirabiliibacterium,s__,0.00,75.88,0.56,1375642,45.20%,3825.00,393,1189,24,999,777,160,13,Strix aluco,ABB0120,Genus,Skin swab
EHM016130,EHA00529_bin.9.fa,Individual,EHA00529,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Sporosarcina,s__,0.00,64.80,0.66,1988658,45.60%,3180.00,669,1584,26,1260,774,303,19,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM016241,EHA00531_bin.5.fa,Individual,EHA00531,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Sporosarcina,s__,0.00,95.36,1.21,2779204,37.50%,35576.00,133,2790,30,2260,1594,487,17,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM016306,EHA00539_bin.14.fa,Individual,EHA00539,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Stercorousia,s__Stercorousia sp944326635,98.61,82.71,1.71,1836604,30.10%,12296.00,756,1982,50,1206,741,756,38,Strix aluco,ABB0120,Species,Anal/cloacal swab
EHM016305,EHA00539_bin.13.fa,Individual,EHA00539,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Sutterella,s__Sutterella merdavium,97.17,82.95,2.21,1846275,61.30%,4109.00,200,1535,14,1214,798,276,18,Strix aluco,ABB0120,Species,Anal/cloacal swab
EHM016230,EHA00531_bin.11.fa,Individual,EHA00531,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Thiopseudomonas,s__Thiopseudomonas denitrificans,99.01,81.30,1.99,2057243,59.70%,4071.00,394,1754,25,1477,1027,252,14,Strix aluco,ABB0120,Species,Anal/cloacal swab
EHM016314,EHA00539_bin.22.fa,Individual,EHA00539,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Tidjanibacter,s__Tidjanibacter inops,99.05,90.10,0.42,1952006,56.90%,5746.00,523,1651,31,1226,684,405,25,Strix aluco,ABB0120,Species,Anal/cloacal swab
EHM016416,EHA00528_bin.29.fa,Individual,EHA00528,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Tomitella,s__,92.85,52.50,0.00,1737467,69.70%,2905.00,685,1202,13,890,552,289,24,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM016585,EHA00535_bin.9.fa,Individual,EHA00535,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA7050,s__,0.00,86.40,1.22,2707575,50.40%,11330.00,319,2522,119,1920,1149,556,22,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM016302,EHA00539_bin.10.fa,Individual,EHA00539,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UMGS2016,s__UMGS2016 sp900557185,97.95,73.43,3.37,983141,30.50%,8706.00,168,1086,25,692,442,375,35,Strix aluco,ABB0120,Species,Anal/cloacal swab
EHM016365,EHA00530_bin.6.fa,Individual,EHA00530,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__UPXZ01,s__,0.00,51.09,0.00,984512,41.40%,2645.00,376,559,13,411,220,141,25,Strix aluco,ABB0120,Genus,Skin swab
EHM016390,EHA00536_bin.5.fa,Individual,EHA00536,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Yaniella,s__,0.00,51.73,3.61,1482844,56.30%,2498.00,589,895,7,599,315,288,32,Strix aluco,ABB0120,Genus,Anal/cloacal swab
EHM020827,EHA01202_bin.12.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__,s__,0.00,93.77,0.59,2128390,67.10%,19449.00,393,1878,42,1499,1024,350,19,Strix aluco,ABB0171,Family,Oral swab
EHM020870,EHA01202_bin.23.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__,s__,0.00,93.28,0.00,1711193,55.30%,44026.00,360,1598,19,1332,1074,241,15,Strix aluco,ABB0171,Family,Oral swab
EHM020885,EHA01202_bin.37.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae,g__,s__,0.00,92.65,0.70,2178894,24.50%,19354.00,107,1909,29,1427,965,460,24,Strix aluco,ABB0171,Family,Oral swab
EHM020894,EHA01202_bin.45.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae,g__,s__,0.00,58.59,8.91,1795677,36.80%,5985.00,449,1722,15,1345,834,346,20,Strix aluco,ABB0171,Family,Oral swab
EHM020916,EHA01202_bin.65.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae,g__,s__,0.00,50.69,0.00,1040813,44.30%,134788.00,414,1017,14,802,545,204,20,Strix aluco,ABB0171,Family,Oral swab
EHM020921,EHA01202_bin.7.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__,s__,0.00,98.65,0.00,2539550,50.20%,27149.00,108,2356,82,1865,1182,454,19,Strix aluco,ABB0171,Family,Oral swab
EHM020838,EHA01202_bin.13.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,80.78,84.82,3.17,3103254,51.00%,13492.00,71,2801,143,2107,1166,654,23,Strix aluco,ABB0171,Genus,Oral swab
EHM020929,EHA01202_bin.78.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,83.73,51.21,9.09,2365414,44.60%,3885.00,245,1754,89,1266,660,455,26,Strix aluco,ABB0171,Genus,Oral swab
EHM020820,EHA01202_bin.112.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,s__,0.00,59.12,2.38,2206502,38.60%,3007.00,154,1464,48,1051,515,391,27,Strix aluco,ABB0171,Genus,Oral swab
EHM020903,EHA01202_bin.53.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__,0.00,97.14,1.10,1741712,40.80%,69989.00,126,1822,31,1349,879,434,24,Strix aluco,ABB0171,Genus,Oral swab
EHM020830,EHA01202_bin.122.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Albibacterium,s__,78.63,86.08,5.61,2828999,37.80%,3592.00,30,2164,92,1681,944,450,21,Strix aluco,ABB0171,Genus,Oral swab
EHM020875,EHA01202_bin.28.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_C,g__Alcaligenes,s__,0.00,50.66,2.54,2212301,56.40%,2145.00,345,849,4,669,400,149,18,Strix aluco,ABB0171,Genus,Oral swab
EHM020908,EHA01202_bin.58.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus sp001305115,99.09,90.24,2.38,2512874,49.00%,8842.00,821,2217,84,1727,1083,469,21,Strix aluco,ABB0171,Species,Oral swab
EHM020898,EHA01202_bin.49.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Aphodousia,s__Aphodousia sp900553105,98.14,74.23,1.46,1342242,48.30%,3576.00,229,1047,12,848,579,166,16,Strix aluco,ABB0171,Species,Oral swab
EHM020851,EHA01202_bin.143.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae,g__Avamphibacillus,s__,77.72,86.53,1.48,2267256,34.70%,27159.00,393,2238,22,1841,1304,353,16,Strix aluco,ABB0171,Genus,Oral swab
EHM020807,EHA01202_bin.10.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,98.25,93.74,1.88,4879624,46.70%,12048.00,355,3972,229,3045,1541,874,22,Strix aluco,ABB0171,Species,Oral swab
EHM020878,EHA01202_bin.30.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides caccae,99.52,98.83,1.41,4138354,42.30%,53249.00,800,3306,219,2744,1608,520,16,Strix aluco,ABB0171,Species,Oral swab
EHM020863,EHA01202_bin.17.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__CAJPTX01,g__Bacteroides_D,s__,0.00,83.40,1.43,2058685,64.00%,9413.00,153,1526,24,1091,590,420,28,Strix aluco,ABB0171,Genus,Oral swab
EHM020896,EHA01202_bin.47.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__CAJPTX01,g__Bacteroides_D,s__,0.00,66.84,0.60,1641293,59.70%,5052.00,212,1167,18,795,474,359,31,Strix aluco,ABB0171,Genus,Oral swab
EHM020826,EHA01202_bin.119.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella intestinihominis,98.47,86.93,1.55,2739807,43.50%,6352.00,38,2234,132,1724,948,481,22,Strix aluco,ABB0171,Species,Oral swab
EHM020852,EHA01202_bin.144.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__,0.00,96.01,0.71,3070890,46.10%,13740.00,238,2941,110,2415,1505,481,16,Strix aluco,ABB0171,Genus,Oral swab
EHM020822,EHA01202_bin.114.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,84.97,98.29,1.92,3022938,49.30%,34584.00,319,2891,69,2437,1509,408,14,Strix aluco,ABB0171,Genus,Oral swab
EHM020946,EHA01202_bin.94.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,80.76,97.78,0.67,2933703,45.20%,40334.00,249,2783,88,2363,1503,363,13,Strix aluco,ABB0171,Genus,Oral swab
EHM020850,EHA01202_bin.142.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium alimentarium,98.78,83.67,1.77,2958336,69.50%,4045.00,312,2366,63,1816,1010,516,22,Strix aluco,ABB0171,Species,Oral swab
EHM020847,EHA01202_bin.14.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium sp900169365,98.00,59.95,4.51,3030670,62.60%,3543.00,68,2389,24,1810,882,535,22,Strix aluco,ABB0171,Species,Oral swab
EHM020806,EHA01202_bin.1.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Butyricimonas,s__Butyricimonas faecihominis,98.59,64.56,4.03,1898010,43.70%,2842.00,177,1236,20,950,515,265,21,Strix aluco,ABB0171,Species,Oral swab
EHM020905,EHA01202_bin.55.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CAG-115,s__,0.00,97.98,4.33,3000909,50.10%,87447.00,14,2975,62,2047,1165,883,30,Strix aluco,ABB0171,Genus,Oral swab
EHM020816,EHA01202_bin.109.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__,83.44,100.00,0.69,3996623,37.90%,46950.00,514,3784,69,2564,1442,1157,31,Strix aluco,ABB0171,Genus,Oral swab
EHM020860,EHA01202_bin.151.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-632,s__,84.36,67.71,2.11,1740583,43.40%,6399.00,285,1558,37,1207,738,327,21,Strix aluco,ABB0171,Genus,Oral swab
EHM020867,EHA01202_bin.20.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__,0.00,98.57,0.48,2379599,34.30%,15599.00,27,2315,63,1510,895,776,34,Strix aluco,ABB0171,Genus,Oral swab
EHM020837,EHA01202_bin.129.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Pasteurellaceae,g__Chelonobacter,s__,0.00,100.00,0.71,1883722,44.60%,78259.00,579,1843,46,1657,1400,150,8,Strix aluco,ABB0171,Genus,Oral swab
EHM020950,EHA01202_bin.98.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Cloacibacillus,s__Cloacibacillus porcorum,97.91,89.02,0.86,2825485,55.80%,6477.00,52,2556,27,2057,1174,460,18,Strix aluco,ABB0171,Species,Oral swab
EHM020813,EHA01202_bin.106.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__,0.00,97.33,0.44,2485154,55.70%,263104.00,93,2131,50,1600,1134,497,23,Strix aluco,ABB0171,Genus,Oral swab
EHM020825,EHA01202_bin.117.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__,78.99,99.54,0.45,2348036,53.80%,196347.00,242,2170,45,1690,1136,450,21,Strix aluco,ABB0171,Genus,Oral swab
EHM020907,EHA01202_bin.57.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__,86.00,99.19,0.30,2293614,58.90%,115702.00,377,2121,45,1679,1139,409,19,Strix aluco,ABB0171,Genus,Oral swab
EHM020924,EHA01202_bin.72.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__Dichelobacter,s__,75.81,95.60,0.00,2047663,49.60%,68334.00,287,1911,30,1490,1159,377,20,Strix aluco,ABB0171,Genus,Oral swab
EHM020940,EHA01202_bin.89.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__DUUI01,s__,76.73,97.16,0.00,1145993,40.20%,23867.00,40,1215,19,939,642,257,21,Strix aluco,ABB0171,Genus,Oral swab
EHM020895,EHA01202_bin.46.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Egerieimonas,s__,83.06,81.92,1.00,2279495,54.90%,6378.00,397,2198,40,1809,1061,355,16,Strix aluco,ABB0171,Genus,Oral swab
EHM020842,EHA01202_bin.133.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Enteractinococcus,s__,0.00,87.23,2.44,2236369,56.60%,13083.00,364,2103,23,1694,1065,374,18,Strix aluco,ABB0171,Genus,Oral swab
EHM020861,EHA01202_bin.152.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,0.00,51.76,1.72,1402215,60.20%,2812.00,53,1004,31,732,376,257,26,Strix aluco,ABB0171,Genus,Oral swab
EHM020858,EHA01202_bin.15.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Fenollaria,s__Fenollaria sp900539725,0.00,67.97,1.33,966077,37.20%,3745.00,353,762,9,603,345,146,19,Strix aluco,ABB0171,Species,Oral swab
EHM020909,EHA01202_bin.59.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium odoratum,96.71,72.41,1.72,2786510,36.30%,3851.00,458,2195,24,1605,864,552,25,Strix aluco,ABB0171,Species,Oral swab
EHM020939,EHA01202_bin.88.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium guanonis,95.18,69.91,6.80,2106188,33.60%,2659.00,73,1232,24,907,524,306,25,Strix aluco,ABB0171,Species,Oral swab
EHM020949,EHA01202_bin.97.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor plautii,98.66,85.39,3.34,2859227,62.00%,7430.00,544,2766,44,2185,1292,530,19,Strix aluco,ABB0171,Species,Oral swab
EHM020900,EHA01202_bin.50.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__,94.25,51.19,0.00,1385925,27.40%,2393.00,117,796,10,489,241,286,36,Strix aluco,ABB0171,Genus,Oral swab
EHM020811,EHA01202_bin.103.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__,93.85,53.40,5.62,1210486,30.50%,2091.00,26,424,2,308,173,107,25,Strix aluco,ABB0171,Genus,Oral swab
EHM020819,EHA01202_bin.111.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__JAEZLB01,s__,0.00,78.59,1.70,1800713,59.70%,3498.00,88,1443,28,1153,787,246,17,Strix aluco,ABB0171,Genus,Oral swab
EHM020911,EHA01202_bin.60.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_C,g__JAJYRX01,s__,76.69,79.83,2.98,2328749,57.30%,3390.00,649,1896,35,1613,1101,230,12,Strix aluco,ABB0171,Genus,Oral swab
EHM020846,EHA01202_bin.139.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__JAJYSO01,s__,77.36,100.00,2.70,2939960,35.60%,46221.00,59,2540,45,1976,1156,533,21,Strix aluco,ABB0171,Genus,Oral swab
EHM020931,EHA01202_bin.8.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Jonquetella,s__Jonquetella anthropi,99.50,98.30,0.00,1525869,59.60%,50483.00,248,1430,12,1231,887,174,12,Strix aluco,ABB0171,Species,Oral swab
EHM020904,EHA01202_bin.54.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus sp944326135,99.15,97.90,3.51,1620392,31.00%,18807.00,104,1700,41,1301,850,375,22,Strix aluco,ABB0171,Species,Oral swab
EHM020865,EHA01202_bin.19.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__,0.00,93.77,1.48,2892761,47.10%,34968.00,697,2779,95,2132,1304,602,22,Strix aluco,ABB0171,Genus,Oral swab
EHM020920,EHA01202_bin.69.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__,0.00,70.05,3.06,2430719,49.50%,4486.00,81,2105,67,1688,908,390,19,Strix aluco,ABB0171,Genus,Oral swab
EHM020871,EHA01202_bin.24.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas funiformis,98.02,58.81,0.97,1208718,32.40%,3702.00,280,960,33,833,557,116,12,Strix aluco,ABB0171,Species,Oral swab
EHM020834,EHA01202_bin.126.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae,g__MSJ-26,s__,77.92,90.56,2.15,1936339,36.00%,18705.00,578,1968,27,1674,1201,259,13,Strix aluco,ABB0171,Genus,Oral swab
EHM020910,EHA01202_bin.6.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Nanchangia,s__,0.00,97.82,0.87,2059647,62.90%,46264.00,728,1953,57,1437,982,489,25,Strix aluco,ABB0171,Genus,Oral swab
EHM020915,EHA01202_bin.64.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__NC2004,s__,84.25,86.77,4.03,2362021,41.60%,8445.00,9,2157,51,1668,986,458,21,Strix aluco,ABB0171,Genus,Oral swab
EHM020843,EHA01202_bin.136.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Ndongobacter,s__,76.96,94.20,0.00,1345172,48.00%,133741.00,869,1256,23,1040,715,200,16,Strix aluco,ABB0171,Genus,Oral swab
EHM020913,EHA01202_bin.62.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Ornithobacterium,s__,0.00,98.92,0.00,1964558,40.70%,37025.00,711,1955,63,1358,865,576,29,Strix aluco,ABB0171,Genus,Oral swab
EHM020835,EHA01202_bin.127.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_C,g__Paenalcaligenes,s__,78.28,97.54,4.33,2473592,45.00%,25045.00,41,2420,55,2127,1633,243,10,Strix aluco,ABB0171,Genus,Oral swab
EHM020877,EHA01202_bin.3.fa,Coassembly,EHA01202,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_C,g__Paenalcaligenes,s__,78.14,84.91,0.95,1935150,43.20%,17494.00,109,1920,35,1692,1261,194,10,Strix aluco,ABB0171,Genus,Oral swab
